session_id,user_id,timestamp,action,parameters
9590e69f-cb71-4f9b-9436-469364090e6c,user_1,2025-05-10T12:08:48Z,PUT /costs/{service_id}/{cost_id},[]
9590e69f-cb71-4f9b-9436-469364090e6c,user_1,2025-05-10T12:03:22Z,DELETE /boards/{boardId},[]
57c242f4-90ea-4ad3-b978-94ffee1fe027,user_2,2025-04-23T08:25:13Z,PUT /revenue/{service_id}/{revenue_id},"['service_id', 'revenue_id']"
57c242f4-90ea-4ad3-b978-94ffee1fe027,user_2,2025-04-23T08:26:27Z,POST /boards,['type']
57c242f4-90ea-4ad3-b978-94ffee1fe027,user_2,2025-04-23T08:31:33Z,POST /sprints/{sprintId}/tickets,['sprintId']
57c242f4-90ea-4ad3-b978-94ffee1fe027,user_2,2025-04-23T08:29:58Z,POST /sprints/{sprintId}/tickets,[]
57c242f4-90ea-4ad3-b978-94ffee1fe027,user_2,2025-04-23T08:42:37Z,POST /tickets,[]
f5b90010-f991-4beb-8ffa-bf3d496b9a00,user_3,2025-04-08T08:10:20Z,PUT /invoices/{invoice_id},['invoice_id']
f09e20a9-81cf-40d8-ae8a-a5f39b04556a,user_4,2025-04-23T09:38:40Z,POST /sprints,[]
6fac8d58-10ec-42b9-b06e-16763b1d5629,user_5,2025-03-19T09:59:45Z,PUT /invoices/{invoice_id},['invoice_id']
6fac8d58-10ec-42b9-b06e-16763b1d5629,user_5,2025-03-19T10:08:54Z,DELETE /tickets/{ticketId},['ticketId']
6fac8d58-10ec-42b9-b06e-16763b1d5629,user_5,2025-03-19T10:14:31Z,POST /tickets/{ticketId}/transitions,"['transition_id', 'comment', 'ticketId']"
ff85038c-eb63-45b8-9b3f-e6e5dbacfa11,user_6,2025-04-26T09:48:03Z,PUT /costs/{service_id}/{cost_id},['service_id']
ff85038c-eb63-45b8-9b3f-e6e5dbacfa11,user_6,2025-04-26T09:54:49Z,GET /sprints,"['board_id', 'state']"
ff85038c-eb63-45b8-9b3f-e6e5dbacfa11,user_6,2025-04-26T09:49:17Z,POST /tickets,[]
3fdbdf2d-2a04-472e-8d2c-92e2d4adfbaa,user_7,2025-04-23T08:19:32Z,POST /sprints/{sprintId}/tickets,['sprintId']
3fdbdf2d-2a04-472e-8d2c-92e2d4adfbaa,user_7,2025-04-23T08:23:50Z,GET /sprints/{sprintId}/tickets,['sprintId']
bc0df8e6-88e5-4937-b675-73252d14fc02,user_8,2025-05-15T10:30:58Z,POST /sprints,[]
bc0df8e6-88e5-4937-b675-73252d14fc02,user_8,2025-05-15T10:37:06Z,POST /boards,['project_key']
bc0df8e6-88e5-4937-b675-73252d14fc02,user_8,2025-05-15T10:55:55Z,PATCH /boards/{boardId},"['boardId', 'name', 'description']"
bc0df8e6-88e5-4937-b675-73252d14fc02,user_8,2025-05-15T11:04:30Z,PUT /budgets/{budget_id},[]
bc0df8e6-88e5-4937-b675-73252d14fc02,user_8,2025-05-15T11:12:23Z,PUT /invoices/{invoice_id},['invoice_id']
bc0df8e6-88e5-4937-b675-73252d14fc02,user_8,2025-05-15T10:57:46Z,DELETE /boards/{boardId},['boardId']
43c1d5ca-539a-4430-a55c-1f013e7ba732,user_9,2025-04-17T11:40:41Z,GET /sprints/{sprintId},['sprintId']
43c1d5ca-539a-4430-a55c-1f013e7ba732,user_9,2025-04-17T11:32:25Z,PUT /invoices/{invoice_id}/status,['invoice_id']
7d364bf1-1446-4fd9-b5ef-cb23e3f2f367,user_10,2025-04-08T08:52:32Z,PATCH /tickets/{ticketId},"['assignee', 'ticketId']"
7d364bf1-1446-4fd9-b5ef-cb23e3f2f367,user_10,2025-04-08T08:58:38Z,DELETE /sprints/{sprintId},[]
7d364bf1-1446-4fd9-b5ef-cb23e3f2f367,user_10,2025-04-08T09:22:29Z,POST /sprints/{sprintId}/tickets,['ticket_ids']
7d364bf1-1446-4fd9-b5ef-cb23e3f2f367,user_10,2025-04-08T09:02:12Z,PATCH /boards/{boardId},['description']
fa2b03bc-8602-4cbf-b87c-1e30737631ab,user_1,2025-04-23T07:13:01Z,POST /sprints/{sprintId}/tickets,"['ticket_ids', 'sprintId']"
fa2b03bc-8602-4cbf-b87c-1e30737631ab,user_1,2025-04-23T07:14:50Z,DELETE /boards/{boardId},[]
fa2b03bc-8602-4cbf-b87c-1e30737631ab,user_1,2025-04-23T07:31:23Z,GET /events/{eventId},[]
fa2b03bc-8602-4cbf-b87c-1e30737631ab,user_1,2025-04-23T07:17:49Z,GET /boards/{boardId},[]
fa2b03bc-8602-4cbf-b87c-1e30737631ab,user_1,2025-04-23T07:42:53Z,POST /sprints/{sprintId}/tickets,[]
5cf99959-9543-4839-bc22-a559f72d86a8,user_2,2025-03-25T08:28:56Z,PATCH /sprints/{sprintId},[]
f3b43692-fce9-47b8-b06d-b4fbbc2dbd4f,user_3,2025-03-21T12:07:24Z,PUT /invoices/{invoice_id},[]
f3b43692-fce9-47b8-b06d-b4fbbc2dbd4f,user_3,2025-03-21T12:06:04Z,DELETE /tickets/{ticketId},['ticketId']
f3b43692-fce9-47b8-b06d-b4fbbc2dbd4f,user_3,2025-03-21T12:00:06Z,GET /events/{eventId},[]
f3b43692-fce9-47b8-b06d-b4fbbc2dbd4f,user_3,2025-03-21T12:15:37Z,PUT /budgets/{budget_id},['budget_id']
8ca0ab1f-4294-4a00-86ef-2d750453c0fe,user_4,2025-03-12T11:30:20Z,POST /sprints/{sprintId}/tickets,"['sprintId', 'ticket_ids']"
8ca0ab1f-4294-4a00-86ef-2d750453c0fe,user_4,2025-03-12T11:40:40Z,PUT /invoices/{invoice_id},['invoice_id']
8ca0ab1f-4294-4a00-86ef-2d750453c0fe,user_4,2025-03-12T12:05:08Z,POST /events,"['user_id', 'details']"
8ca0ab1f-4294-4a00-86ef-2d750453c0fe,user_4,2025-03-12T11:47:35Z,GET /boards,[]
8ca0ab1f-4294-4a00-86ef-2d750453c0fe,user_4,2025-03-12T12:08:38Z,PUT /invoices/{invoice_id}/status,"['status', 'invoice_id']"
8ca0ab1f-4294-4a00-86ef-2d750453c0fe,user_4,2025-03-12T11:43:17Z,PUT /revenue/{service_id}/{revenue_id},[]
e8f933ee-8311-4a02-8a2d-2404556ca9cb,user_5,2025-05-25T09:06:16Z,PUT /invoices/{invoice_id},[]
e8f933ee-8311-4a02-8a2d-2404556ca9cb,user_5,2025-05-25T09:15:44Z,DELETE /sprints/{sprintId},[]
b55c4aad-3808-401e-a5a1-e2eb0b1881bd,user_6,2025-05-04T07:38:52Z,GET /sprints/{sprintId},[]
b55c4aad-3808-401e-a5a1-e2eb0b1881bd,user_6,2025-05-04T07:42:20Z,POST /events,['user_id']
b55c4aad-3808-401e-a5a1-e2eb0b1881bd,user_6,2025-05-04T08:05:13Z,POST /sprints/{sprintId}/tickets,"['sprintId', 'ticket_ids']"
a83e4ea8-69da-4ecd-a0de-2eecc0c91448,user_7,2025-05-01T11:41:10Z,POST /sprints/{sprintId}/tickets,[]
a83e4ea8-69da-4ecd-a0de-2eecc0c91448,user_7,2025-05-01T11:43:39Z,PUT /revenue/{service_id}/{revenue_id},"['service_id', 'revenue_id']"
3f0c959a-a642-4334-a84c-59d3c13c7c80,user_8,2025-03-02T07:14:30Z,GET /tickets/{ticketId},['ticketId']
909ca974-a4c5-42ff-826f-732075d46ef7,user_9,2025-03-27T07:03:38Z,POST /events,[]
909ca974-a4c5-42ff-826f-732075d46ef7,user_9,2025-03-27T07:05:45Z,PATCH /boards/{boardId},[]
909ca974-a4c5-42ff-826f-732075d46ef7,user_9,2025-03-27T07:30:42Z,POST /tickets,"['type', 'reporter']"
909ca974-a4c5-42ff-826f-732075d46ef7,user_9,2025-03-27T07:19:59Z,POST /tickets/{ticketId}/transitions,['transition_id']
909ca974-a4c5-42ff-826f-732075d46ef7,user_9,2025-03-27T07:38:27Z,GET /events/{eventId},['eventId']
5d186e4d-0521-4e22-84ef-4acb85c55fec,user_10,2025-04-12T11:12:18Z,POST /boards,[]
5d186e4d-0521-4e22-84ef-4acb85c55fec,user_10,2025-04-12T11:23:00Z,PATCH /boards/{boardId},['boardId']
5d186e4d-0521-4e22-84ef-4acb85c55fec,user_10,2025-04-12T11:33:08Z,PATCH /boards/{boardId},[]
5d186e4d-0521-4e22-84ef-4acb85c55fec,user_10,2025-04-12T12:01:16Z,PUT /costs/{service_id}/{cost_id},[]
e419c3c9-0982-4515-bac6-3df7c1249432,user_1,2025-04-17T11:02:33Z,POST /sprints,[]
e419c3c9-0982-4515-bac6-3df7c1249432,user_1,2025-04-17T11:02:48Z,PATCH /sprints/{sprintId},"['start_date', 'end_date', 'sprintId']"
e419c3c9-0982-4515-bac6-3df7c1249432,user_1,2025-04-17T11:34:57Z,DELETE /events/{eventId},[]
e419c3c9-0982-4515-bac6-3df7c1249432,user_1,2025-04-17T11:42:23Z,PATCH /boards/{boardId},"['name', 'boardId']"
f65b8f1f-19ee-463a-ae70-a2c64d22f214,user_2,2025-04-11T09:50:48Z,GET /events/{eventId},[]
7f0f660a-6698-441c-ab1a-1070bf6a693f,user_3,2025-05-19T08:07:48Z,GET /sprints,['board_id']
7f0f660a-6698-441c-ab1a-1070bf6a693f,user_3,2025-05-19T08:10:41Z,POST /boards,[]
7f0f660a-6698-441c-ab1a-1070bf6a693f,user_3,2025-05-19T08:09:24Z,DELETE /boards/{boardId},[]
017c8f60-3ff1-41e7-9694-5d432203e252,user_4,2025-04-05T11:03:50Z,GET /tickets/{ticketId}/transitions,['ticketId']
017c8f60-3ff1-41e7-9694-5d432203e252,user_4,2025-04-05T11:06:09Z,PUT /budgets/{budget_id},[]
017c8f60-3ff1-41e7-9694-5d432203e252,user_4,2025-04-05T11:30:38Z,POST /boards,['project_key']
7781cf54-b0f4-480f-842d-81615111a6b8,user_5,2025-05-09T08:07:00Z,GET /tickets,"['sprint_id', 'assignee', 'offset']"
7781cf54-b0f4-480f-842d-81615111a6b8,user_5,2025-05-09T08:17:08Z,POST /boards,"['type', 'description']"
7781cf54-b0f4-480f-842d-81615111a6b8,user_5,2025-05-09T08:36:06Z,GET /boards/{boardId},['boardId']
7781cf54-b0f4-480f-842d-81615111a6b8,user_5,2025-05-09T08:07:40Z,POST /tickets,"['assignee', 'reporter']"
7781cf54-b0f4-480f-842d-81615111a6b8,user_5,2025-05-09T08:47:50Z,PUT /invoices/{invoice_id}/status,[]
7781cf54-b0f4-480f-842d-81615111a6b8,user_5,2025-05-09T09:05:30Z,PUT /costs/{service_id}/{cost_id},"['service_id', 'cost_id']"
7781cf54-b0f4-480f-842d-81615111a6b8,user_5,2025-05-09T08:41:39Z,POST /tickets/{ticketId}/transitions,"['transition_id', 'comment', 'ticketId']"
81a95798-5424-4e2e-99d0-7f917fca3b59,user_6,2025-04-22T11:29:28Z,POST /sprints/{sprintId}/tickets,['ticket_ids']
390136c4-514c-4977-b938-a1e800901e39,user_7,2025-05-10T11:44:44Z,PUT /invoices/{invoice_id}/status,[]
390136c4-514c-4977-b938-a1e800901e39,user_7,2025-05-10T11:53:14Z,PUT /costs/{service_id}/{cost_id},['service_id']
fc1c8229-867e-44f6-a129-5d5b7516c002,user_8,2025-04-18T09:06:36Z,GET /tickets,"['sprint_id', 'status', 'assignee']"
1fd0e552-5e71-4e29-94fd-68204f9ef128,user_9,2025-03-18T08:00:00Z,PATCH /boards/{boardId},"['description', 'boardId', 'name']"
1fd0e552-5e71-4e29-94fd-68204f9ef128,user_9,2025-03-18T08:01:52Z,PUT /revenue/{service_id}/{revenue_id},"['service_id', 'revenue_id']"
1fd0e552-5e71-4e29-94fd-68204f9ef128,user_9,2025-03-18T08:13:21Z,PUT /costs/{service_id}/{cost_id},['cost_id']
